EstacaoCodigo;NivelConsistencia;Data;Media;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31
36160000;2;01/05/2009;229.919;341.991;742.627;636.007;351.52;246.996;211.348;213.264;213.264;282.912;323.284;525.276;416.274;380.802;323.284;257.335;213.264;198.155;169.428;154.153;142.718;113.673;94.169;79.999;72.706;63.466;55.843;49.655;75.103;70.344;57.977;50.664
36160000;2;01/04/2009;205.736;3.007;2.84;2.84;2.678;12.631;47.676;54.789;34.384;20.762;17.612;18.627;19.677;63.466;152.496;251.109;280.74;232.84;112.226;130.131;90.203;71.521;116.592;496.973;910.675;776.379;654.845;485.847;346.741;393.309;368.475;
36160000;2;01/03/2009;18.042;7.681;6.263;30.76;127.065;95.508;48.655;26.092;20.215;12.227;10.691;10.691;10.691;8.617;7.093;6.809;11.443;8.617;8.944;8.617;13.89;21.883;12.227;8.617;6.809;5.495;4.787;4.138;3.545;4.138;3.737;3.36
36160000;2;01/02/2009;3.35;1.954;1.954;1.826;1.702;1.584;1.472;1.364;1.261;1.163;1.069;0.981;2.678;2.227;2.227;1.472;3.545;2.227;12.631;6.263;3.545;3.545;4.348;4.787;4.787;4.138;4.564;7.093;7.383;;;
36160000;2;01/01/2009;0.254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.138;3.737
36160000;2;01/12/2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/11/2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36160000;2;01/10/2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/09/2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36160000;2;01/08/2008;1.814;1.163;1.261;1.364;1.472;1.472;1.472;1.364;1.364;2.372;3.737;3.545;3.36;3.181;2.84;2.678;2.522;2.372;2.227;2.088;1.954;1.702;1.472;1.364;1.261;1.261;1.163;1.069;0.897;0.817;0.742;0.672
36160000;2;01/07/2008;1.759;2.522;2.84;2.522;2.522;2.372;2.227;2.227;2.088;2.088;1.954;1.954;1.954;1.826;1.826;1.826;1.702;1.584;1.472;1.472;1.472;1.364;1.364;1.364;1.364;1.261;1.261;1.261;1.261;1.261;1.163;1.163
36160000;2;01/06/2008;5.575;10.691;9.97;9.97;9.279;8.617;7.986;7.986;7.383;6.809;6.263;6.263;5.744;5.744;5.252;5.252;5.017;4.787;4.564;4.348;4.138;3.934;3.737;3.545;3.36;3.181;3.007;2.84;2.678;2.522;2.372;
36160000;2;01/05/2008;84.864;167.699;272.124;221.003;205.648;172.91;201.886;296.103;160.863;141.117;116.592;85.033;68.016;63.466;61.244;46.768;39.875;38.256;36.677;33.639;29.379;23.04;20.762;18.627;16.631;15.684;14.77;13.89;13.89;13.042;11.443;10.691
36160000;2;01/04/2008;374.839;648.539;658.009;824.748;810.796;719.398;554.274;496.973;632.891;593.004;577.97;589.983;431.905;291.676;305.045;353.92;421.456;629.782;442.467;305.045;224.918;127.065;96.855;85.033;71.521;65.724;63.466;61.244;59.057;53.744;48.655;
36160000;2;01/03/2008;132.211;23.04;12.227;8.617;6.809;5.744;4.787;4.564;9.97;13.89;17.612;34.384;53.744;65.724;81.245;63.466;51.682;47.676;141.117;131.676;142.718;149.204;136.36;224.918;238.861;307.299;341.991;349.127;363.594;332.579;327.917;405.996
36160000;2;01/02/2008;13.63;9.62;31.465;23.632;11.443;7.681;8.298;6;6.263;6.263;4.787;3.545;3.181;24.233;36.677;17.117;9.279;9.97;39.875;23.632;12.631;8.617;6.263;5.017;4.348;3.737;3.181;16.631;15.223;36.677;;
36160000;2;01/01/2008;0.892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.383;5.017;4.787;3.934;6.532
36160000;2;01/12/2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/11/2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36160000;2;01/10/2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/09/2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36160000;2;01/08/2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/07/2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/06/2007;0.971;2.227;2.088;1.954;1.954;1.826;1.702;1.584;1.472;1.364;1.261;1.163;1.069;0.981;0.897;0.817;0.817;0.742;0.897;0.817;0.742;0.742;0.672;0.672;0.672;0;0;0;0;0;0;
36160000;2;01/05/2007;13.888;43.238;46.768;48.655;56.905;48.655;30.76;23.04;16.631;13.042;10.691;9.279;7.986;7.383;6.809;6.263;5.744;5.252;4.787;4.138;4.138;3.737;3.545;3.181;2.84;2.678;2.522;2.372;2.372;2.522;2.372;2.227
36160000;2;01/04/2007;14.335;6.809;6.263;5.252;5.017;4.348;3.934;3.737;3.545;3.181;2.84;2.522;2.227;2.227;2.227;2.088;1.954;1.954;2.088;2.84;3.007;3.545;3.737;3.545;50.664;44.105;53.744;64.591;50.664;45.869;41.536;
36160000;2;01/03/2007;20.53;38.256;36.677;35.138;33.639;32.18;30.76;28.702;26.092;23.04;20.762;15.684;13.89;12.227;13.89;16.631;12.227;9.279;8.617;8.944;9.279;9.279;21.883;43.238;40.701;24.844;18.115;13.89;12.227;10.326;8.617;7.383
36160000;2;01/02/2007;29.366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35.903;82.499;95.508;136.36;102.328;90.203;75.103;61.244;54.789;46.768;41.536;;;
36160000;2;01/01/2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/12/2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/11/2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36160000;2;01/10/2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/09/2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36160000;2;01/08/2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/07/2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/06/2006;0.88;4.138;3.545;3.181;2.678;2.372;2.088;1.826;1.584;1.364;1.163;0.981;0.817;0.672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36160000;2;01/05/2006;48.31;246.996;368.475;215.187;85.033;57.977;42.382;39.061;37.461;35.903;34.384;32.905;31.465;30.065;28.702;27.378;24.844;20.215;18.115;14.77;12.631;11.443;9.97;9.62;9.97;10.326;9.62;9.62;6.809;6;5.495;4.787
36160000;2;01/04/2006;88.873;263.628;62.351;44.105;43.238;41.536;39.875;39.061;130.131;178.19;133.229;196.301;77.534;54.789;52.708;50.664;55.843;44.982;41.536;51.682;79.999;86.313;309.561;213.264;139.523;69.176;47.676;35.138;29.379;26.731;28.036;
36160000;2;01/03/2006;25.862;10.691;10.326;10.691;12.631;10.691;8.298;7.383;7.093;6.809;6.532;6.263;6;5.744;5.495;44.105;32.905;12.631;17.117;25.463;35.903;32.18;18.627;10.691;38.256;76.314;39.875;82.499;40.701;43.238;47.676;88.898
36160000;2;01/02/2006;9.851;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44.105;44.105;39.875;30.065;23.632;24.233;18.627;14.77;13.89;11.831;10.691;;;
36160000;2;01/01/2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/12/2005;0.018;0;0;0;0;0;0;0.543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/11/2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36160000;2;01/10/2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/09/2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36160000;2;01/08/2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/07/2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/06/2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36160000;2;01/05/2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/04/2005;3.342;22.163;19.815;19.815;13.834;6.385;4.024;2.62;1.906;1.427;1.185;0.91;0.736;0.683;0.91;0.634;0.461;0.356;0.325;0.269;0.269;0.243;0.296;0.325;0.269;0.22;0.178;0;0;0;0;
36160000;2;01/03/2005;2.392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.726;9.941;27.446;11.014;11.014
36160000;2;01/02/2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
36160000;2;01/01/2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/12/2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/11/2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36160000;2;01/10/2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/09/2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36160000;2;01/08/2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/07/2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/06/2004;10.106;13.403;12.569;11.773;10.648;11.389;14.275;13.403;12.569;12.166;11.773;11.389;11.014;11.014;10.648;9.941;9.941;9.601;9.601;9.601;9.269;8.946;8.63;8.323;7.732;7.171;7.171;7.447;7.171;7.171;7.447;
36160000;2;01/05/2004;26.296;26.049;22.78;21.558;22.78;26.049;28.896;31.958;35.246;38.768;42.676;46.789;50.227;37.864;28.896;26.049;24.05;22.163;29.641;26.049;21.558;19.815;19.815;20.384;20.384;20.965;20.384;18.71;17.649;16.633;15.659;14.726
36160000;2;01/04/2004;62.245;50.227;47.636;63.306;80.277;67.344;53.797;78.036;128.016;158.884;223.652;155.635;98.186;74.739;62.317;53.797;48.491;44.297;38.768;34.402;32.759;30.4;28.164;26.741;25.37;24.05;23.409;23.409;29.641;31.958;29.641;
36160000;2;01/03/2004;349.096;1161.478;637.564;389.848;573.544;557.305;708.931;644.516;815.766;952.163;560.533;245.846;158.884;139.931;264.852;262.702;195.211;341.149;353.624;343.624;289.125;219.739;186.195;168.851;144.547;112.566;91.999;75.83;63.306;56.561;53.797;51.995
36160000;2;01/02/2004;951.777;1677.596;1689.321;1642.686;1631.137;2398.809;2276.01;1619.633;1269.578;796.093;616.951;416.897;254.198;425.204;374.09;250.003;705.265;1766.612;1289.793;676.308;295.946;316.924;655.022;606.782;343.624;488.84;513.175;309.845;880.474;1414.723;;
36160000;2;01/01/2004;368.393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;361.225;387.198;593.365;712.607;690.705;573.544;772.827;796.093;831.693;1118.752;1425.417;1671.75;1485.011
36160000;2;01/12/2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/11/2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36160000;2;01/10/2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/09/2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36160000;2;01/08/2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/07/2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/06/2003;0.743;1.515;1.185;1.185;1.041;0.974;0.849;0.736;0.91;0.683;0.791;0.587;0.501;0.543;0.501;0.461;0.501;0.424;0.424;0.461;0.356;0.501;0.791;1.262;1.185;0.849;0.791;0.736;0.683;0.501;0.356;
36160000;2;01/05/2003;11.639;22.163;7.447;6.138;1.702;4.592;6.64;108.539;60.365;54.71;22.163;13.834;10.29;6.902;5.663;4.207;2.755;1.702;0.791;1.111;2.62;1.515;2.364;1.606;1.342;1.427;1.342;1.262;1.262;1.342;1.515;1.515
36160000;2;01/04/2003;20.005;76.929;93.219;68.375;60.365;41.878;26.741;19.815;20.965;14.275;11.773;8.023;13.403;9.941;4.397;2.62;25.37;17.136;9.269;13.834;10.29;5.436;3.508;2.126;1.427;1.606;1.702;5.215;7.732;11.389;11.389;
36160000;2;01/03/2003;113.107;34.402;21.558;19.815;15.659;7.447;12.569;18.174;21.558;38.768;16.141;11.014;2.895;6.138;3.674;4.794;2.895;3.191;25.37;67.344;411.409;507.031;250.003;208.223;302.852;503.974;293.663;231.591;175.678;149.245;62.317;76.929
36160000;2;01/02/2003;10.896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.906;1.906;0.543;0.198;2.755;54.71;60.365;51.995;53.797;76.929;;;
36160000;2;01/01/2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/12/2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/11/2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36160000;2;01/10/2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/09/2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36160000;2;01/08/2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/07/2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/06/2002;0.416;1.906;1.342;1.041;1.262;1.427;1.427;1.702;1.342;1.041;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36160000;2;01/05/2002;3.397;2.62;2.755;6.138;6.64;8.946;6.138;4.592;3.191;3.041;2.755;2.364;2.62;1.802;1.515;1.702;1.702;1.427;1.906;1.427;1.262;1.262;2.242;3.041;4.397;7.171;8.323;4.024;3.191;2.62;2.242;2.242
36160000;2;01/04/2002;8.362;19.815;22.78;7.732;14.726;8.63;15.187;3.674;5.001;14.275;12.981;10.648;6.138;7.171;7.447;8.023;9.269;8.023;6.138;3.347;10.29;7.447;7.732;6.64;5.897;5.215;4.397;3.674;2.895;3.041;2.62;
36160000;2;01/03/2002;11.516;1.702;1.427;1.185;1.262;1.185;2.126;3.347;3.674;33.573;25.37;14.275;9.269;4.592;3.041;2.62;2.364;2.013;3.347;4.592;31.172;16.633;27.446;24.704;22.78;13.403;17.136;36.104;31.172;5.897;4.794;4.794
36160000;2;01/02/2002;12.665;16.141;12.166;26.741;26.049;18.174;15.659;15.187;12.166;10.29;11.773;23.409;26.741;19.815;16.141;18.71;13.834;8.946;6.385;13.834;11.014;7.171;5.897;4.397;3.508;3.191;2.895;2.364;2.013;;;
36160000;2;01/01/2002;86.529;0;0;0;0;0;0;0;0;0;0;0;31.172;31.958;34.402;35.246;143;152.422;149.245;155.635;368.915;644.516;149.245;98.186;86.03;68.375;162.17;165.492;123.696;33.573;28.164;20.965
36160000;2;01/12/2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/11/2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36160000;2;01/10/2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/09/2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36160000;2;01/08/2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/07/2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/06/2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36160000;2;01/05/2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/04/2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36160000;2;01/03/2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/02/2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
36160000;2;01/01/2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/12/2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/11/2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36160000;2;01/10/2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/09/2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36160000;2;01/08/2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/07/2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/06/2000;0.926;1.606;1.515;1.427;1.342;1.262;1.185;1.041;0.91;0.849;1.041;0.91;0.849;0.736;0.634;0.683;0.683;0.587;0.587;0.683;0.634;0.683;0.91;1.041;1.111;0.974;0.849;0.849;0.791;0.634;0.791;
36160000;2;01/05/2000;4.807;11.389;10.29;9.601;8.63;7.732;7.447;7.171;6.64;6.64;6.138;5.663;5.215;4.592;4.592;4.207;3.846;3.674;3.508;3.347;3.191;3.041;2.895;2.755;2.62;2.489;2.364;2.126;1.906;1.802;1.802;1.702
36160000;2;01/04/2000;56.19;35.246;39.533;47.636;36.977;27.446;19.256;12.981;9.941;8.323;7.171;18.71;41.089;59.401;103.292;104.59;51.107;83.703;289.125;202.591;143;95.685;57.5;43.482;35.246;27.446;22.163;18.71;16.633;14.726;12.981;
36160000;2;01/03/2000;23.822;18.71;19.256;23.409;24.05;19.256;17.136;18.71;15.187;14.275;11.773;9.941;8.63;7.171;6.138;37.864;98.186;100.721;52.892;31.958;20.965;16.633;20.965;17.136;12.166;11.389;8.63;8.946;12.981;18.174;24.05;31.172
36160000;2;01/02/2000;13.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.897;22.163;11.014;12.569;13.834;20.965;61.337;76.929;69.415;49.355;24.704;19.256;;
36160000;2;01/01/2000;2.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.05;13.403;8.323;6.64;6.138;5.436;4.024;3.674;3.347;2.895;3.041;2.895;2.62;2.489;0;0
36160000;2;01/12/1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/11/1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36160000;2;01/10/1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/09/1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36160000;2;01/08/1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/07/1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36160000;2;01/06/1999;1.61;5.436;4.592;3.846;3.191;2.895;2.755;2.489;2.242;1.906;1.702;1.606;1.606;1.515;1.515;1.427;1.342;1.342;1.185;0.849;0.849;0.849;0.849;0.791;0.791;0.736;0;0;0;0;0;
36160000;2;01/05/1999;16.391;3.347;4.397;2.755;2.489;2.364;4.207;4.397;14.726;19.256;10.648;8.323;6.902;42.676;12.981;13.403;17.649;57.5;51.995;22.163;15.659;12.569;11.014;8.946;18.71;49.355;24.05;22.163;16.141;10.648;8.946;7.732
36160000;2;01/04/1999;11.093;21.558;18.174;17.649;15.659;13.834;12.166;10.29;8.946;8.323;7.732;7.447;7.171;8.63;7.171;26.049;18.174;12.166;9.941;5.897;6.138;12.569;6.902;6.385;5.663;24.704;12.166;7.732;5.663;4.207;3.674;
36160000;2;01/03/1999;42.256;3.347;2.895;4.024;5.001;8.323;36.977;50.227;58.446;64.302;51.107;31.958;22.163;38.768;86.03;76.929;54.71;40.307;139.931;105.898;61.337;45.95;35.246;35.246;29.641;23.409;18.71;25.37;40.307;42.676;39.533;31.172
